([C:4]-[S;H0;D2;+0:3]-[C;H0;D3;+0:2](-[C;D1;H3:51])=[O;D1;H0:1]).([O;-;D1;H0:52]-[CH;D2;+0:53]=[O;D1;H0:54])>>([C:4]-[SH;D1;+0:3]).([C;D1;H3:51]-[C;H0;D3;+0:2](=[O;D1;H0:1])-[C;H0;D3;+0:53](-[O;-;D1;H0:52])=[O;D1;H0:54])	1	11845
([C;D1;H3:3]-[C;H0;D3;+0:2](-[C;D1;H3:4])=[O;H0;D1;+0:1]).([CH;D1;+0:6]#[N;D1;H0:5])>>([C;D1;H3:3]-[C;H0;D4;+0:2](-[C;D1;H3:4])(-[OH;D1;+0:1])-[C;H0;D2;+0:6]#[N;D1;H0:5])	1	11934
([C;D1;H3:5]-[C;H0;D4;+0:3](-[C;D1;H3:6])(-[OH;D1;+0:4])-[C;H0;D2;+0:2]#[N;D1;H0:1])>>([C;D1;H3:5]-[C;H0;D3;+0:3](-[C;D1;H3:6])=[O;H0;D1;+0:4]).([CH;D1;+0:2]#[N;D1;H0:1])	1	11933
([#15:6]-[O;H0;D2;+0:9]-[CH2;D2;+0:10]/[C:11]=[C:12](\[C;D1;H3:13])-[C:14]-[C:15]/[CH;D2;+0:16]=[C;H0;D3;+0:17](\[C;D1;H3:18])-[C:19]-[C:20]-[CH;D2;+0:21]=[C;H0;D3;+0:22](-[CH3;D1;+0:23])-[CH3;D1;+0:24])>>([C;D1;H3:13]-[C:12]1=[C:11]-[CH2;D2;+0:10]-[C@@;H0;D4;+0:16](-[CH3;D1;+0:24])(-[C@@;H0;D4;+0:17]2(-[C;D1;H3:18])-[C:19]-[C:20]-[CH2;D2;+0:21]-[C;H0;D3;+0:22]-2=[CH2;D1;+0:23])-[C:15]-[C:14]-1).([#15:6]-[OH;D1;+0:9])	1	12053
([C:12]=[C:11]-[CH2;D2;+0:10]-[C@@;H0;D4;+0:8](-[C:15])(-[CH3;D1;+0:9])-[C@@;H0;D4;+0:6]1(-[C;D1;H3:7])-[C:5]-[C:4]-[CH2;D2;+0:3]-[C;H0;D3;+0:2]-1=[CH2;D1;+0:1]).([#15:21]-[OH;D1;+0:24])>>([#15:21]-[O;H0;D2;+0:24]-[CH2;D2;+0:10]/[C:11]=[C:12].[C:15]/[CH;D2;+0:8]=[C;H0;D3;+0:6](\[C;D1;H3:7])-[C:5]-[C:4]-[CH;D2;+0:3]=[C;H0;D3;+0:2](-[CH3;D1;+0:1])-[CH3;D1;+0:9])	1	12054
([#7;a:23]:[c:21]:[c:20]1:[c:26](:[#7;a:25])-[#7:27]-[C:28]-[C;H0;D3;+0:18](-[C:17]-[NH;D2;+0:16]-[c:13])=[N;H0;D2;+0:19]-1).([#7;a:35]:[c:34]:[c;H0;D3;+0:40](-[CH3;D1;+0:41]):[c:39]:[#7;a:38])>>([#7;a:23]:[c:21]:[c:20]1:[c:26](:[#7;a:25])-[#7:27]-[C:28]-[C@@H;D3;+0:18]2-[C:17]-[N;H0;D3;+0:16](-[c:13])-[CH2;D2;+0:41]-[N;H0;D3;+0:19]-2-1).([#7;a:35]:[c:34]:[cH;D2;+0:40]:[c:39]:[#7;a:38])	1	12106
([#7;a:7]:[c:5]:[c:4]1:[c:10](:[#7;a:9])-[#7:11]-[C:12]-[C@@H;D3;+0:2]2-[C:1]-[N;H0;D3;+0:15](-[c:16])-[CH2;D2;+0:14]-[N;H0;D3;+0:3]-2-1).([#7;a:38]:[c:37]:[cH;D2;+0:36]:[c:35]:[#7;a:41])>>([#7;a:7]:[c:5]:[c:4]1:[c:10](:[#7;a:9])-[#7:11]-[C:12]-[C;H0;D3;+0:2](-[C:1]-[NH;D2;+0:15]-[c:16])=[N;H0;D2;+0:3]-1).([#7;a:38]:[c:37]:[c;H0;D3;+0:36](-[CH3;D1;+0:14]):[c:35]:[#7;a:41])	1	12105
([#15:6]-[O;H0;D2;+0:9]-[P;H0;D4;+0:10](-[#8:13])(-[O;-;D1;H0:12])=[O;D1;H0:11]).([C:38]-[C;H0;D3;+0:39](-[NH2;D1;+0:41])=[O;D1;H0:40]).([N;+;D1;H3:50]-[C@@H;D3;+0:46](-[C:45]-[C;H0;D3;+0:43](-[O-;H0;D1:44])=[O;D1;H0:42])-[C:47](-[O;-;D1;H0:49])=[O;D1;H0:48]).([OH2;D0;+0:51])>>([#8:13]-[P;H0;D4;+0:10](-[O-;H0;D1:51])(-[O;-;D1;H0:12])=[O;D1;H0:11]).([C:38]-[C;H0;D3;+0:39](-[O-;H0;D1:44])=[O;D1;H0:40]).([#15:6]-[OH;D1;+0:9]).([N;+;D1;H3:50]-[C@@H;D3;+0:46](-[C:45]-[C;H0;D3;+0:43](-[NH2;D1;+0:41])=[O;D1;H0:42])-[C:47](-[O;-;D1;H0:49])=[O;D1;H0:48]).([#1;H0;D0;+1])	1	12229
([#8:5]-[P;H0;D4;+0:2](-[O-;H0;D1:3])(-[O;-;D1;H0:4])=[O;D1;H0:1]).([N;+;D1;H3:33]-[C@@H;D3;+0:29](-[C:28]-[C:27]-[C;H0;D3;+0:25](-[O-;H0;D1:26])=[O;D1;H0:24])-[C:30](-[O;-;D1;H0:32])=[O;D1;H0:31]).([#15:39]-[OH;D1;+0:42]).([C:48]-[C;H0;D3;+0:49](-[NH2;D1;+0:51])=[O;D1;H0:50])>>([#15:39]-[O;H0;D2;+0:42]-[P;H0;D4;+0:2](-[#8:5])(-[O;-;D1;H0:4])=[O;D1;H0:1]).([N;+;D1;H3:33]-[C@@H;D3;+0:29](-[C:28]-[C:27]-[C;H0;D3;+0:25](-[NH2;D1;+0:51])=[O;D1;H0:24])-[C:30](-[O;-;D1;H0:32])=[O;D1;H0:31]).([C:48]-[C;H0;D3;+0:49](-[O-;H0;D1:26])=[O;D1;H0:50]).([OH2;D0;+0:3])	1	12230
([C:13]-[S;H0;D2;+0:14]-[S;H0;D2;+0:15]-[C:16]).([CH4;D0;+0:29])>>([C:13]-[SH;D1;+0:14]).([C:16]-[S;H0;D2;+0:15]-[CH3;D1;+0:29])	1	12534
([#8:16]-[C@H;D3;+0:15](-[C;D1;H3:21])-[C:4]-[C:2](-[O;-;D1;H0:3])=[O;D1;H0:1].[C:13]-[SH;D1;+0:14]).([C:27]-[S;H0;D2;+0:28]-[CH3;D1;+0:29])>>([#8:16]-[C@H;D3;+0:15](-[C;D1;H3:21])-[C:4]-[C:2](-[O;-;D1;H0:3])=[O;D1;H0:1].[C:13]-[S;H0;D2;+0:14]-[S;H0;D2;+0:28]-[C:27]).([CH4;D0;+0:29])	1	12533
([*;D1;H0:1]-[C;H0;D2;+0:2]#[N;H0;D1;+0:3]).([OH2;D0;+0:4])>>([*;D1;H0:1]-[C;H0;D3;+0:2](-[NH2;D1;+0:3])=[O;H0;D1;+0:4])	1	12675
([*;D1;H0:1]-[C;H0;D3;+0:2](-[NH2;D1;+0:4])=[O;H0;D1;+0:3])>>([*;D1;H0:1]-[C;H0;D2;+0:2]#[N;H0;D1;+0:4]).([OH2;D0;+0:3])	1	12674
([C:13]-[C@H;D3;+0:12]1-[#8:11]-[C@@H;D3;+0:10](-[n+;H0;D3:8](:[c:7]):[cH;D2;+0:9]:[c:4]-[C:2](-[O;-;D1;H0:3])=[O;D1;H0:1])-[C@H;D3;+0:21](-[O;D1;H1:22])-[C@@H;D3;+0:19]-1-[O;D1;H1:20]).([#15:28]-[OH;D1;+0:31]).([O;D1;H0:34]=[C;H0;D2;+0:33]=[O;H0;D1;+0:32])>>([#15:28]-[O;H0;D2;+0:31]-[C@H;D3;+0:10]1-[#8:11]-[C@H;D3;+0:12](-[C:13])-[C@@H;D3;+0:19](-[O;D1;H1:20])-[C@H;D3;+0:21]-1-[O;D1;H1:22]).([O-;H0;D1:32]-[C;H0;D3;+0:33](=[O;D1;H0:34])-[c;H0;D3;+0:9](:[c:4]-[C:2](-[O;-;D1;H0:3])=[O;D1;H0:1]):[n;H0;D2;+0:8]:[c:7]).([#1;H0;D0;+1]).([#1;H0;D0;+1])	1	12734
