([#7:8]-[C:7]-[c;H0;D3;+0:5]1:[cH;D2;+0:6]:[c;H0;D3;+0:2](-[O;H0;D2;+0:1]-[C;H0;D3;+0:25](-[CH3;D1;+0:26])=[O;H0;D1;+0:24]):[s;H0;D2;+0:3]:[c;H0;D3;+0:4]:1-[C:10])>>([#7:8]-[C:7]-[C;H0;D3;+0:5]1=[CH;D2;+0:6]-[C;H0;D3;+0:2](=[O;H0;D1;+0:1])-[S;H0;D2;+0:3]-[CH;D3;+0:4]-1-[C:10])	1.5	chemblRule46
([O;D1;H0:1]=[C:2]1-[C:6]=[C:5]-[C:4]-[S;H0;D2;+0:3]-1)>>([O-;H0;D1:24]-[S+;H0;D3:3]1-[C:4]-[C:5]=[C:6]-[C:2]-1=[O;D1;H0:1])	1.5	chemblRule47
([O-;H0;D1:11]-[S+;H0;D3:10]1-[C:9]-[C:4]=[C:3]-[C;H0;D3;+0:2]-1=[O;D1;H0:1])>>([O;D1;H0:1]=[C;H0;D3;+0:2](-[OH;D1;+0:25])/[C:3]=[C:4]\[C:9]-[S;H0;D2;+0:10]-[OH;D1;+0:11])	1.5	chemblRule48
([C:30]-[C@H;D3;+0:2](-[C:3])-[NH;D2;+0:1]-[C;H0;D3;+0:33](=[O;H0;D1;+0:32])-[O;H0;D2;+0:34]-[CH2;D2;+0:35]-[CH3;D1;+0:36].[C:5]-[C@H;D3;+0:6](/[C:7]=[C:8]/[c:9])-[C@@H;D3;+0:22]1-[C:23]-[#8:24]-[C:25](=[O;D1;H0:26])-[C:27]-1)>>([C:30]-[C@H;D3;+0:2](-[C:3])-[NH2;D1;+0:1].[C:5]-[C@H;D3;+0:6](/[C:7]=[C:8]/[c:9])-[C@@H;D3;+0:22]1-[C:23]-[#8:24]-[C:25](=[O;D1;H0:26])-[C:27]-1)	1.5	chemblRule49
([C:30]-[C@H;D3;+0:2](-[C:3])-[NH;D2;+0:1]-[C;H0;D3;+0:33](=[O;H0;D1;+0:32])-[O;H0;D2;+0:34]-[CH2;D2;+0:35]-[CH2;D2;+0:36]-[OH;D1;+0:37].[C:5]-[C@H;D3;+0:6](/[C:7]=[C:8]/[c:9])-[C@@H;D3;+0:22]1-[C:23]-[#8:24]-[C:25](=[O;D1;H0:26])-[C:27]-1)>>([C:30]-[C@@H;D3;+0:2](-[C:3])-[NH2;D1;+0:1].[C:5]-[C@H;D3;+0:6](/[C:7]=[C:8]/[c:9])-[C@@H;D3;+0:22]1-[C:23]-[#8:24]-[C:25](=[O;D1;H0:26])-[C:27]-1)	1.5	chemblRule51
([C:27]-[C@@H;D3;+0:28](-[C;D1;H3:36])-[#8:29]-[C:30]=[O;D1;H0:31].[C:4]-[CH3;D1;+0:5])>>([C:27]-[C@@H;D3;+0:28](-[C;D1;H3:36])-[#8:29]-[C:30]=[O;D1;H0:31].[C:4]-[CH2;D2;+0:5]-[OH;D1;+0:37])	1.5	chemblRule52
([C:4]=[C:5]\[C:10]-[S;H0;D2;+0:11]-[OH;D1;+0:12])>>([C:4]=[C:5]-[C:10]-[S;H0;D2;+0:11]-[S;H0;D2;+0:26]-[CH2;D2;+0:27]-[C@H;D3;+0:28](-[NH;D2;+0:29]-[C;H0;D3;+0:30](=[O;H0;D1;+0:31])-[C@@H;D3;+0:32](-[NH2;D1;+0:33])-[CH2;D2;+0:34]-[CH2;D2;+0:35]-[C;H0;D3;+0:36](=[O;H0;D1;+0:37])-[OH;D1;+0:12])-[C;H0;D3;+0:38](=[O;H0;D1;+0:39])-[NH;D2;+0:40]-[CH2;D2;+0:41]-[C;H0;D3;+0:42](=[O;H0;D1;+0:43])-[OH;D1;+0:44])	1.5	chemblRule53
([C:4]=[C:5]\[C:10]-[S;H0;D2;+0:11]-[OH;D1;+0:25])>>([C:4]=[C:5]\[C:10]-[SH;D1;+0:11])	1.5	chemblRule54
([C:4]=[C:5]-[C:10]-[S;H0;D2;+0:11]-[S;H0;D2;+0:25]-[CH2;D2;+0:26]-[C@H;D3;+0:27](-[NH;D2;+0:28]-[C;H0;D3;+0:29](=[O;H0;D1;+0:30])-[C@@H;D3;+0:31](-[NH2;D1;+0:32])-[CH2;D2;+0:33]-[CH2;D2;+0:34]-[C;H0;D3;+0:35](=[O;H0;D1;+0:36])-[OH;D1;+0:37])-[C;H0;D3;+0:38](=[O;H0;D1;+0:39])-[NH;D2;+0:40]-[CH2;D2;+0:41]-[C;H0;D3;+0:42](=[O;H0;D1;+0:43])-[OH;D1;+0:44])>>([C:4]=[C:5]\[C:10]-[SH;D1;+0:11])	1.5	chemblRule55
([#7:11]-[C:12](=[O;D1;H0:13])-[CH2;D2;+0:14]-[c;H0;D3;+0:15]1:[cH;D2;+0:19]:[s;H0;D2;+0:18]:[c;H0;D3;+0:17](-[NH2;D1;+0:20]):[n;H0;D2;+0:16]:1)>>([#7:11]-[C:12](-[CH3;D1;+0:14])=[O;D1;H0:13])	1.5	chemblRule56
([C:9]-[C@H;D3;+0:2](-[O;D1;H1:1])-[c:3].[NH2;D1;+0:17]-[c:16])>>([C:9]-[C@H;D3;+0:2](-[O;D1;H1:1])-[c:3].[CH3;D1;+0:23]-[C;H0;D3;+0:22](=[O;H0;D1;+0:21])-[NH;D2;+0:17]-[c:16])	1.5	chemblRule57
([C:9]-[C@H;D3;+0:2](-[O;D1;H1:1])-[c:3].[c:16]:[cH;D2;+0:18]:[c:19])>>([C:9]-[CH;D3;+0:2](-[O;D1;H1:1])-[c:3].[O;H0;D1;+0:21]=[C;H0;D3;+0:22](-[OH;D1;+0:23])-[C@H;D3;+0:24]1-[O;H0;D2;+0:25]-[C@@H;D3;+0:26](-[O;H0;D2;+0:27]-[c;H0;D3;+0:18](:[c:16]):[c:19])-[C@H;D3;+0:28](-[OH;D1;+0:29])-[C@@H;D3;+0:30](-[OH;D1;+0:31])-[C@@H;D3;+0:32]-1-[OH;D1;+0:33])	1.5	chemblRule58
